scientific_name,common_name,iconic_taxon_name,taxon_id,has_inat_data
Euphorbia maculata,Spotted spurge,Plantae,58893,True
Dichondra micrantha,Asian ponysfoot,Plantae,76650,True
Eudistylia polymorpha,Giant Feather Duster Worm,Animalia,117595,True
Melanophila,,Insecta,177080,True
Camissoniopsis cheiranthifolia,beach suncup,Plantae,75976,True
Pseudognaphalium microcephalum,Feltleaf Everlasting,Plantae,78763,True
Atriplex semibaccata,berry saltbush,Plantae,60177,True
Datura innoxia,downy thorn-apple,Plantae,161639,True
Heliothinae,,Insecta,122535,True
Eriogonum nudum,Naked Buckwheat,Plantae,53046,True
Eriogonum gracile,Slender Woolly Buckwheat,Plantae,59238,True
Microtus californicus,California Vole,Mammalia,44326,True
Lupinus formosus,Summer Lupine,Plantae,57054,True
Nassella pulchra,purple needlegrass,Plantae,165659,True
Prunus persica,Peach,Plantae,78755,True
Vitis girdiana,desert wild grape,Plantae,64104,True
Caryota,Fishtail palms,Plantae,142331,True
Mimosoideae,"Acacias, Mimosas, mesquites, and allies",Plantae,373578,True
Neoscona,Spotted Orbweavers,Arachnida,85035,True
Atriplex,Saltbushes,Plantae,58112,True
Tetragnatha,,Arachnida,47550,True
Lupinus albifrons,Silver Lupine,Plantae,51691,True
Cheiracanthium inclusum,Agrarian Sac Spider,Arachnida,127401,True
Sciapodinae,,Insecta,321397,True
Veronica,speedwells,Plantae,51611,True
Aphonopelma steindachneri,Steindachner's Ebony Tarantula,Arachnida,339382,True
Aschiza,Aschizan Flies,Insecta,414448,True
Ozodiceromyia,,Insecta,248086,True
Squamata,Snakes and Lizards,Reptilia,26172,True
Eriastrum densifolium,giant woollystar,Plantae,58232,True
Erynnis funeralis,Funereal Duskywing,Insecta,59188,True
Malacothamnus,bush-mallows,Plantae,57138,True
Koelreuteria paniculata,goldenrain tree,Plantae,58320,True
Peridroma saucia,Variegated Cutworm Moth,Insecta,179339,True
Melanopleurus,,Insecta,84754,True
Frankenia salina,Alkali Heath,Plantae,58168,True
Therevinae,,Insecta,505578,True
Prionyx,,Insecta,131029,True
Attagenus,Black Carpet Beetles,Insecta,130626,True
Podagrionini,,Insecta,878126,True
Anthicini,,Insecta,373637,True
Lygaeidae,Seed Bugs,Insecta,55558,True
Icterus,New World Orioles,Aves,9315,True
Medicago lupulina,Black Medick,Plantae,57056,True
Veronica arvensis,corn speedwell,Plantae,55748,True
Ceiba pentandra,Kapok Tree,Plantae,62809,True
Arenivaga,,Insecta,122620,True
Malva parviflora,cheeseweed mallow,Plantae,58202,True
Polygonum aviculare,Prostrate Knotweed,Plantae,78678,True
Tristaniopsis,,Plantae,135446,True
Phytolacca icosandra,Tropical Pokeweed,Plantae,78580,True
Fuchsia magellanica,Hardy Fuchsia,Plantae,163112,True
Chenopodiastrum,,Plantae,514011,True
Sedeae,,Plantae,1092926,True
Ptilotus,pussy tails,Plantae,121634,True
Tantilla planiceps,Western Black-headed Snake,Reptilia,28489,True
Hazardia,,Plantae,57982,True
Corymbia,Bloodgums,Plantae,122025,True
Phyla nodiflora,turkey tangle frogfruit,Plantae,59040,True
Pistia stratiotes,water lettuce,Plantae,78589,True
Cyclocephalini,Masked Chafers and Rice Beetles,Insecta,502785,True
Acacia,wattles,Plantae,47452,True
Buteo,Buteos,Aves,5179,True
Chrysopini,,Insecta,209849,True
Eucalypteae,gum trees,Plantae,473531,True
Amazona viridigenalis,Red-crowned Parrot,Aves,18976,True
Panaeolus foenisecii,Mower's Mushroom,Fungi,902551,True
Reithrodontomys megalotis,Western Harvest Mouse,Mammalia,44431,True
Brassiceae,,Plantae,574731,True
Lupinus longifolius,longleaf bush lupine,Plantae,77873,True
Lygaeinae,,Insecta,130314,True
Ipomoea indica,oceanblue morning glory,Plantae,77496,True
Vitis vinifera,wine grape,Plantae,79519,True
Taricha torosa,California Newt,Amphibia,27818,True
Dalechampia,Spurgecreepers,Plantae,55439,True
Soleirolia soleirolii,Baby's tears,Plantae,79147,True
Hydrocotyle moschata,Hairy Pennywort,Plantae,163873,True
Avena barbata,slender wild oat,Plantae,52696,True
Carpobrotus,sea figs,Plantae,49323,True
Bromus diandrus,great brome,Plantae,52702,True
Colubrinae,Colubrine Snakes,Reptilia,797520,True
Cichorium,chicories and endives,Plantae,52914,True
Argia,Dancers,Insecta,47977,True
Tropaeolum,Nasturtiums,Plantae,54331,True
Polygonaceae,knotweed family,Plantae,48382,True
Cercocarpus betuloides,birchleaf mountain mahogany,Plantae,63977,True
Ehrendorferia ochroleuca,white eardrops,Plantae,60613,True
Euborellia annulipes,Ring-legged Earwig,Insecta,196419,True
Vanessa virginiensis,American Lady,Insecta,48549,True
Tachycineta thalassina,Violet-green Swallow,Aves,11931,True
Carthamus,,Plantae,64275,True
Sphinx chersis,Great Ash Sphinx,Insecta,127169,True
Melinis repens,Natal grass,Plantae,77987,True
Paruroctonus silvestrii,California common scorpion,Arachnida,56810,True
Petrophila jaliscalis,Jalisco Petrophila,Insecta,349846,True
Platylyra californica,California Chaparral Katydid,Insecta,155263,True
Datura stramonium,jimsonweed,Plantae,55854,True
Amazona,Amazon Parrots,Aves,18975,True
Pinus halepensis,Aleppo pine,Plantae,82722,True
Parasteatoda tepidariorum,Common House Spider,Arachnida,120583,True
Tringa melanoleuca,Greater Yellowlegs,Aves,3892,True
Physalis,groundcherries,Plantae,51733,True
Euphilotes battoides allyni,El Segundo Blue,Insecta,179676,True
Asterolecanium,,Insecta,321514,True
Solanum americanum,American black nightshade,Plantae,59035,True
Agapostemon,Striped Sweat Bees,Insecta,50086,True
Oestroidea,"Bot Flies, Blow Flies, and Allies",Insecta,356157,True
Euodynerus,,Insecta,133024,True
Blapstinus,,Insecta,173324,True
Artiodactyla,Even-toed Ungulates and Cetaceans,Mammalia,152870,True
Bostrichiformia,Bostrichiform Beetles,Insecta,372844,True
Hypericum canariense,Canary Island St. John's Wort,Plantae,77482,True
Calocedrus decurrens,California incense-cedar,Plantae,53723,True
Prunus,"plums, cherries, and allies",Plantae,47351,True
Parkinsonia,palo verde,Plantae,62834,True
Senegalia greggii,catclaw acacia,Plantae,79056,True
Amphilophium,Trumpet Vines,Plantae,272610,True
Annonaceae,custard-apples,Plantae,50899,True
Nicotiana,tobaccos,Plantae,58335,True
Madieae,tarweeds and allies,Plantae,179978,True
Polyommatina,,Insecta,522678,True
Calliphoridae,Blow Flies,Insecta,61860,True
Acarospora socialis,Yellow Cobblestone Lichen,Fungi,212280,True
Coprinopsis lagopus,hare's foot inkcap,Fungi,55605,True
Lobularia,,Plantae,56993,True
Tachytes,Sand-Loving Wasps,Insecta,250753,True
Neandra brunnea,Pole Borer,Insecta,225465,True
Porcellionidae,Porcellionid Woodlice,Animalia,122239,True
Psittacara erythrogenys,Red-masked Parakeet,Aves,367572,True
Sceloporus,Spiny Lizards,Reptilia,36141,True
Verbena lasiostachys,western vervain,Plantae,53316,True
Entolomataceae,,Fungi,47166,True
Cakile edentula,American searocket,Plantae,52162,True
Datureae,devil's and angel's trumpets,Plantae,634938,True
Tsuga,hemlocks,Plantae,48255,True
Tiarella trifoliata,threeleaf foamflower,Plantae,51643,True
Alnus alnobetula,green alder,Plantae,868167,True
Rosa woodsii,Woods' rose,Plantae,78887,True
Melaleuca quinquenervia,Broad-leaved paperbark,Plantae,120527,True
Liriomyza zinniae,,Insecta,1228141,True
Lilium pardalinum,Leopard Lily,Plantae,57129,True
Selasphorus rufus,Rufous Hummingbird,Aves,6363,True
Burnsius albescens,White Checkered-Skipper,Insecta,1038405,True
Ehrharta erecta,panic veldtgrass,Plantae,64140,True
Malva multiflora,Cretan Tree-mallow,Plantae,501208,True
Attalus trimaculatus,,Insecta,357924,True
Delairea odorata,Cape-ivy,Plantae,53208,True
Felidae,Felids,Mammalia,41944,True
Solanum elaeagnifolium,silverleaf nightshade,Plantae,79137,True
Prosopis velutina,velvet mesquite,Plantae,78751,True
Opuntia robusta,nopal tapón,Plantae,78270,True
Calystegia collina,Coast Range false bindweed,Plantae,59759,True
Sanvitalia procumbens,Mexican Creeping Zinnia,Plantae,147996,True
Peponapis pruinosa,Pruinose Squash Bee,Insecta,57679,True
Apalone ferox,Florida Softshell Turtle,Reptilia,39566,True
Hexanauplia,Barnacles and Copepods,Animalia,1091452,True
Umbrina roncador,Yellowfin croaker,Actinopterygii,114756,True
Pentatominae,,Insecta,51276,True
Silvetia compressa,golden rockweed,Chromista,117815,True
Dasytinae,,Insecta,205008,True
Stachys albens,whitestem hedgenettle,Plantae,58192,True
Largus,,Insecta,52985,True
Tegula gallina,Speckled Tegula,Mollusca,469742,True
Chlorion aerarium,Steel-blue Cricket-hunter Wasp,Insecta,119073,True
Pyroderces,,Insecta,243807,True
Culicidae,Mosquitoes,Insecta,52134,True
Xylocopa tabaniformis orpifex,Foothill Carpenter Bee,Insecta,70000,True
Asclepiadinae,,Plantae,632069,True
Cassia leptophylla,Gold medallion tree,Plantae,335464,True
Monardella hypoleuca hypoleuca,white-veined monardella,Plantae,80027,True
Mirabilis,four o'clocks,Plantae,50615,True
Caesalpinioideae,peacock flower subfamily,Plantae,324170,True
Eleodes,Desert Stink Beetles,Insecta,53817,True
Oecanthus fultoni,Snowy Tree Cricket,Insecta,130356,True
Polioptila californica,California Gnatcatcher,Aves,7497,True
Desidae,Intertidal Spiders,Arachnida,47134,True
Euodynerus pratensis,,Insecta,300584,True
Diplacus × australis,San Diego Monkeyflower,Plantae,771946,True
Atriplex lentiformis,big saltbush,Plantae,58118,True
Bergenia,,Plantae,127229,True
Cyathus,,Fungi,68301,True
Cryptocephalus castaneus,,Insecta,360289,True
Plestiodon skiltonianus,Western Skink,Reptilia,37769,True
Rattus,Old World Rats,Mammalia,44540,True
Copestylum fraudulentum,,Insecta,1102276,True
Coccoidea,Scale Insects,Insecta,60922,True
Pulicaria paludosa,Spanish False Fleabane,Plantae,78786,True
Celtis reticulata,netleaf hackberry,Plantae,76203,True
Physidae,Bladder Snails,Mollusca,85989,True
Copestylum marginatum,,Insecta,1102264,True
Corinnidae,Ground and Ant-mimic Sac Spiders,Arachnida,47418,True
Euphorbia polycarpa,smallseed sandmat,Plantae,58144,True
Tectipleura,,Mollusca,775800,True
Ardeidae,"Herons, Egrets, and Bitterns",Aves,4929,True
Chenopodium,Goosefoots,Plantae,48439,True
Carpenteria californica,tree-anemone,Plantae,61164,True
Megalographa biloba,Bilobed Looper Moth,Insecta,127492,True
Deroceras laeve,Meadow Slug,Mollusca,209624,True
Bryaceae,,Plantae,67866,True
Neriene litigiosa,Sierra Dome Spider,Arachnida,209814,True
Aphonopelma,,Arachnida,47423,True
Eleodes osculans,Woolly Darkling Beetle,Insecta,126730,True
Juliformia,Round-backed Millipedes,Animalia,372724,True
Araneinae,Typical Orbweavers,Arachnida,417879,True
Pyrausta,Mint Moths,Insecta,55659,True
Calephelis nemesis,Fatal Metalmark,Insecta,129363,True
Pleroma,glory bushes and allies,Plantae,823397,True
Physalis peruviana,Cape gooseberry,Plantae,51988,True
Cylindropuntia echinocarpa,silver cholla,Plantae,49357,True
Oecobius,Wall Spiders,Arachnida,47586,True
Centaurea solstitialis,Yellow Starthistle,Plantae,52588,True
Enallagma carunculatum,Tule Bluet,Insecta,99895,True
Collops,,Insecta,174274,True
Hellula rogatalis,Cabbage Webworm Moth,Insecta,210616,True
Libellulidae,Skimmers,Insecta,47819,True
Acmaeodera holsteni,Holsten's Flower Buprestid Beetle,Insecta,346283,True
Cuscuta pacifica,Pacific goldenthread,Plantae,76553,True
Solanum xanti,purple nightshade,Plantae,79146,True
Agelenopsis,Grass Spiders,Arachnida,82116,True
Eriobotrya japonica,Loquat,Plantae,76949,True
Villa lateralis,,Insecta,133761,True
Lispe,,Insecta,326625,True
Arachnida,Arachnids,Arachnida,47119,True
Candelaria pacifica,,Fungi,203098,True
Anthrenus coloratus,Asian Carpet Beetle,Insecta,447554,True
Actitis macularius,Spotted Sandpiper,Aves,72458,True
Koelreuteria,,Plantae,58322,True
Phoradendron villosum,oak mistletoe,Plantae,343310,True
Phalacrocorax brasilianus,Neotropic Cormorant,Aves,4308,True
Daucus,carrots,Plantae,56727,True
Portulaca umbraticola,wing-pod portulaca,Plantae,167316,True
Lepidium latifolium,broadleaved pepperweed,Plantae,60153,True
Sidalcea sparsifolia,Southern Checkerbloom,Plantae,79095,True
Sagina procumbens,Procumbent Pearlwort,Plantae,55667,True
Oecanthinae,Tree Crickets,Insecta,148912,True
Tephritoidea,"Fruit, Signal, and Picture-winged Flies",Insecta,62006,True
Blastobasidae,Blastobasid Moths,Insecta,173093,True
Arta,,Insecta,173022,True
Macaria marcescaria,,Insecta,935859,True
Quercus wislizeni,interior live oak,Plantae,51089,True
Populus fremontii,Fremont's Cottonwood,Plantae,52120,True
Schistocerca,Bird Grasshoppers,Insecta,52159,True
Cynara cardunculus,Artichoke Thistle,Plantae,57563,True
Lepidium perfoliatum,clasping pepperweed,Plantae,77672,True
Libellula,Chasers and King Skimmers,Insecta,47818,True
Dielis tolteca,Toltec Scoliid Wasp,Insecta,893824,True
Plantago arenaria,Branched Plantain,Plantae,78615,True
Abies magnifica,red fir,Plantae,68090,True
Baccharis sarothroides,desert broom,Plantae,52108,True
Brevicoryne brassicae,Cabbage Aphid,Insecta,326910,True
Myzus,,Insecta,321292,True
Catocala piatrix,Penitent Underwing,Insecta,143751,True
Lucilia cuprina,Australian Sheep Blow Fly,Insecta,333264,True
Eriodictyon sessilifolium,Sessile-leaved Yerba Stanta,Plantae,287577,True
Washingtonia filifera,California fan palm,Plantae,50184,True
Acacia cyclops,western coastal wattle,Plantae,75249,True
Puma concolor,Mountain Lion,Mammalia,42007,True
Rena humilis,Western Threadsnake,Reptilia,911730,True
Arctostaphylos glauca,Big Berry Manzanita,Plantae,55133,True
Artemisia tridentata,Big Sagebrush,Plantae,75598,True
Amaranthus deflexus,Prostrate Amaranth,Plantae,75393,True
Setaria viridis,Green Bristle Grass,Plantae,79070,True
Anser cygnoides domesticus,Domestic Swan Goose,Aves,333822,True
Anas platyrhynchos × cairina moschata,Mallard × Muscovy Duck,Aves,326092,True
Aleyrodidae,Whiteflies,Insecta,154784,True
Chaetodipus californicus,California Pocket Mouse,Mammalia,44093,True
Juglandaceae,walnut family,Plantae,54497,True
Neotoma macrotis,Big-eared Woodrat,Mammalia,64102,True
Stephanomeria,wirelettuce,Plantae,56986,True
Trimerotropis pseudofasciata,Caerulean-winged Grasshopper,Insecta,194285,True
Peniophora malenconii,,Fungi,497089,True
Rhopalidae,Scentless Plant Bugs,Insecta,53225,True
Ceratina arizonensis,Arizona Small carpenter,Insecta,308801,True
Alconeura,,Insecta,472302,True
Neotoma lepida,Desert Woodrat,Mammalia,522201,True
Bulia deducta,Deduced Graphic,Insecta,215591,True
Agave,century plants,Plantae,50822,True
Kalanchoe thyrsiflora,paddle plant,Plantae,533400,True
Commelinaceae,spiderworts,Plantae,49147,True
Tenthredo,,Insecta,60623,True
Eriogonum grande,Redflower Buckwheat,Plantae,76994,True
Sairocarpus multiflorus,Sierra Snapdragon,Plantae,168306,True
Pseudognaphalium stramineum,cottonbatting plant,Plantae,53089,True
Cycadopsida,Cycads,Plantae,136336,True
Funastrum heterophyllum,Hartweg's climbing milkweed,Plantae,775602,True
Tamarix ramosissima,saltcedar,Plantae,56015,True
Anicla infecta,Green Cutworm Moth,Insecta,213631,True
Eriogonum parvifolium,Seacliff Wild Buckwheat,Plantae,77018,True
Parietaria judaica,pellitory-of-the-wall,Plantae,57281,True
Scantius aegyptius,Mediterranean red bug,Insecta,209594,True
Astacoidea,Northern Hemisphere Crayfishes,Animalia,47783,True
Palpada mexicana,Golden Plushback,Insecta,437512,True
Aleurodicus dugesii,Giant Whitefly,Insecta,367947,True
Extriplex californica,California orache,Plantae,470236,True
Myrmeleon,,Insecta,143403,True
Graptemys pseudogeographica,False Map Turtle,Reptilia,39847,True
Consolida,Eurasian Larkspurs,Plantae,72068,True
Villa miscella,,Insecta,258775,True
Passerculus sandwichensis,Savannah Sparrow,Aves,9981,True
Cotula australis,Australian Waterbuttons,Plantae,53025,True
Lythrum hyssopifolia,Grass-poly,Plantae,58934,True
Hemerobiidae,Brown Lacewings,Insecta,118993,True
Anambodera,,Insecta,346333,True
Megachile fidelis,Horn-faced Leafcutter Bee,Insecta,309381,True
Icaricia lupini,Lupine Blue,Insecta,117360,True
Tropiduchidae,,Insecta,129579,True
Drosophila,Small Fruit Flies,Insecta,67740,True
Mirini,,Insecta,366575,True
Bolbitius,,Fungi,55473,True
Haematopus bachmani,Black Oystercatcher,Aves,4838,True
Parasola,,Fungi,56311,True
Salicornia,pickleweeds,Plantae,52617,True
Isocoma,Jimmyweeds and Goldenbushes,Plantae,57993,True
Cosmopterix,,Insecta,174160,True
Iassinae,,Insecta,451363,True
Empoascini,,Insecta,473947,True
Myrmeleontinae,,Insecta,713281,True
Haemorhous purpureus,Purple Finch,Aves,199841,True
Eucalyptus pulverulenta,Silver-leaved mountain gum,Plantae,64294,True
Drasteria divergens,,Insecta,218721,True
Dictyna calcarata,,Arachnida,218410,True
Anser,Grey Geese,Aves,7006,True
Solanum umbelliferum,bluewitch nightshade,Plantae,50639,True
Cryptolaemus montrouzieri,Mealybug Destroyer,Insecta,244084,True
Lema daturaphila,Three-lined Potato Beetle,Insecta,203403,True
Chrysomelidae,Leaf Beetles,Insecta,51146,True
Lithobiomorpha,Stone Centipedes,Animalia,122235,True
Glycaspis brimblecombei,Red Gum Lerp Psyllid,Insecta,155373,True
Aphodiinae,Small Dung Beetles,Insecta,51977,True
Clastoptera lineatocollis,,Insecta,468977,True
Lathyrus vestitus,Pacific pea,Plantae,50320,True
Solidago velutina,velvety goldenrod,Plantae,79155,True
Blapylis,,Insecta,326234,True
Marah macrocarpa,Chilicothe,Plantae,77959,True
Peucephyllum schottii,Schott's pygmycedar,Plantae,78467,True
Neuroptera,"Antlions, Lacewings, and Allies",Insecta,48763,True
Tetrapanax,,Plantae,155874,True
Fraxinus uhdei,Shamel Ash,Plantae,134212,True
Entomobryidae,Slender Springtails,Animalia,132310,True
Dioprosopa clavata,Four-speckled Hover Fly,Insecta,479803,True
Oedipodinae,Bandwing Grasshoppers,Insecta,129164,True
Epilobium,willowherbs,Plantae,52972,True
Perithemis,Amberwings,Insecta,59777,True
Microseridinae,,Plantae,632705,True
Oreochromis mossambicus,Mozambique Tilapia,Actinopterygii,107889,True
Fuscopolistes,fuscatus-group Paper Wasps,Insecta,789379,True
Rynchops niger,Black Skimmer,Aves,4496,True
Araujia sericifera,white bladderflower,Plantae,75499,True
Terralonus californicus,Intertidal Jumping Spider,Arachnida,210501,True
Pantala hymenaea,Spot-winged Glider,Insecta,52584,True
Alydus,,Insecta,129148,True
Eumorpha achemon,Achemon Sphinx,Insecta,122356,True
Sabulodes aegrotata,Omnivorous Looper,Insecta,55467,True
Brachychiton,Kurrajongs,Plantae,122303,True
Acer saccharinum,silver maple,Plantae,54762,True
Salicornia pacifica,Pacific Glasswort,Plantae,78931,True
Maytenus boaria,Maiten tree,Plantae,77969,True
Opuntia engelmannii,Engelmann's Pricklypear,Plantae,78264,True
Amsinckia menziesii,Common Fiddleneck,Plantae,55436,True
Avena fatua,wild oat,Plantae,52698,True
Chrysopinae,Typical Green Lacewings,Insecta,338941,True
Usiinae,,Insecta,639743,True
Megatomini,,Insecta,373738,True
Neodiplocampta mira,,Insecta,294581,True
Rhagoletis completa,Walnut Husk Fly,Insecta,52202,True
Deroceras,Smooth Land Slugs,Mollusca,87902,True
Archytas,,Insecta,119043,True
Oxyopidae,Lynx Spiders,Arachnida,83843,True
Cyclophora nanaria,Dwarf Tawny Wave,Insecta,217968,True
Calidris minutilla,Least Sandpiper,Aves,3864,True
Convolvulus,bindweeds,Plantae,53022,True
Calidris mauri,Western Sandpiper,Aves,3855,True
Agdistis americana,Alkali Heath Plume Moth,Insecta,210028,True
Marsilea vestita,water clover,Plantae,60111,True
Azolla,Mosquito Ferns,Plantae,52631,True
Pisolithus arhizus,Dyeball,Fungi,179044,True
Trupanea vicina,,Insecta,447941,True
Psittacidae,New World and African Parrots,Aves,18875,True
Copidita quadrimaculata,,Insecta,333724,True
Peucetia,Green Lynx Spiders,Arachnida,84120,True
Anyphaena,,Arachnida,153567,True
Stenotaphrum secundatum,Saint Augustine grass,Plantae,79210,True
Bromelioideae,,Plantae,474338,True
Muscari botryoides,common grape hyacinth,Plantae,56134,True
Eupeodes fumipennis,Western Aphideater,Insecta,493594,True
Ceratitis capitata,Mediterranean Fruit Fly,Insecta,199404,True
Kleidocerys resedae,Birch Catkin Bug,Insecta,261586,True
Ectopsocus californicus,,Insecta,307451,True
Steatoda grossa,False Black Widow,Arachnida,61997,True
Cleroidea,"Bark-gnawing, Checkered, and Soft-winged Flower Beetles",Insecta,55050,True
Epacmus nitidus,,Insecta,965843,True
Melanopleurus fuscosus,,Insecta,261607,True
Hemipenthes eumenes,,Insecta,259624,True
Rhinophoridae,Woodlouse Flies,Insecta,48286,True
Typhlocybinae,,Insecta,373577,True
Physa,,Mollusca,133821,True
Microvelia,,Insecta,176984,True
Gazania linearis,striped treasureflower,Plantae,56951,True
Melilotus indicus,small melilot,Plantae,57065,True
Senecio vulgaris,common groundsel,Plantae,53211,True
Hypochaeris glabra,Smooth Cat's Ear,Plantae,53103,True
Monomorium minimum,Little Black Ant,Insecta,225220,True
Sonchus asper,prickly sowthistle,Plantae,53269,True
Diplacus aurantiacus,orange bush monkeyflower,Plantae,777371,True
Pogonomyrmex barbatus,Red Harvester Ant,Insecta,194690,True
Pyrus,pears,Plantae,58736,True
Ophiodermella inermis,Snakeskin Turrid,Mollusca,447409,True
Peucetia longipalpis,Lesser Green Lynx Spider,Arachnida,205916,True
Amphissa columbiana,Wrinkled Amphissa,Mollusca,117643,True
Erodium moschatum,musk stork's-bill,Plantae,57092,True
Quercus dumosa,Nuttall's scrub oak,Plantae,64137,True
Apocrita,"Narrow-waisted Wasps, Ants, and Bees",Insecta,124417,True
Archytas apicifer,,Insecta,135266,True
Acanthinucella spirata,Angular Unicorn,Mollusca,129931,True
Eriosomatinae,Woolly Aphids and Gall-making Aphids,Insecta,125165,True
Hesperaptyxis luteopictus,Painted Spindle,Mollusca,736009,True
Malva,Mallows,Plantae,55978,True
Cyprididae,Cypridids,Animalia,85722,True
Banasa,,Insecta,119736,True
Phoebis,,Insecta,48551,True
Oedogonium,,Plantae,200891,True
Naviculales,,Chromista,123884,True
Bromus madritensis,Compact Brome,Plantae,52707,True
Ganoderma polychromum,,Fungi,479943,True
Macaria aemulataria,Common Angle,Insecta,118486,True
Kniphofia uvaria,Red Hot Poker,Plantae,56035,True
Opatrini,,Insecta,373758,True
Archirhoe neomexicana,New Mexico Carpet Moth,Insecta,346542,True
Myoporum parvifolium,Creeping Myoporum,Plantae,349227,True
Trimerotropis fontana,Fontana Grasshopper,Insecta,155260,True
Vespertilionidae,Evening Bats,Mammalia,40269,True
Ozodiceromyia nanella,,Insecta,505227,True
Christella normalis,,Plantae,1194244,True
Cyrtomium falcatum,house holly-fern,Plantae,76595,True
Bambusoideae,"bamboos, canes, and allies",Plantae,201656,True
Juncus xiphioides,irisleaf rush,Plantae,57110,True
Amblyptilia pica,Geranium Plume Moth,Insecta,182582,True
Rumex conglomeratus,Clustered Dock,Plantae,57215,True
Exoprosopa doris,,Insecta,360194,True
Saxinis saucia,Red-shouldered Leaf Beetle,Insecta,209839,True
Panicoideae,,Plantae,326013,True
Leskiini,,Insecta,467324,True
Ptilodexia,,Insecta,203032,True
Dictynoidea,Meshweavers and Allies,Arachnida,367162,True
Sphecini,,Insecta,518245,True
Chrysoperla rufilabris,Red-lipped Green Lacewing,Insecta,59442,True
Acacia dealbata,Silver wattle,Plantae,53343,True
Calystegia macrostegia intermedia,,Plantae,63043,True
Rafinesquia californica,California chicory,Plantae,53193,True
Zelus renardii,Leafhopper Assassin Bug,Insecta,244407,True
Colonus hesperus,,Arachnida,486453,True
Apalone spinifera,Spiny Softshell Turtle,Reptilia,39556,True
Ochlodes sylvanoides,Woodland Skipper,Insecta,59194,True
Hirundinidae,Swallows and Martins,Aves,11853,True
Fulmarus glacialis,Northern Fulmar,Aves,4180,True
Polyommatini,Typical Blues,Insecta,125833,True
Epitonium catalinae,,Mollusca,893104,True
Sympherobius,,Insecta,196465,True
Platynota stultana,Omnivorous Leafroller Moth,Insecta,258623,True
Leucocoprinus ianthinus,,Fungi,460351,True
Pisolithus,,Fungi,63839,True
Smerinthus,Eyed Hawkmoths,Insecta,119493,True
Gryllus,,Insecta,71251,True
Augochlorella,,Insecta,82526,True
Loedelia,,Insecta,370927,True
Megascops kennicottii,Western Screech-Owl,Aves,19743,True
Anthophora urbana,Urbane Digger Bee,Insecta,57681,True
Parancistrocerus declivatus,,Insecta,264958,True
Murraya koenigii,Curry Tree,Plantae,123745,True
Coccinella californica,California Lady Beetle,Insecta,128712,True
Apioideae,,Plantae,790553,True
Aloysia,,Plantae,56890,True
Anavitrinella pampinaria,Common Gray,Insecta,63750,True
Euphorbia dendroides,tree spurge,Plantae,77111,True
Aporus,,Insecta,250736,True
Pompilinae,,Insecta,201315,True
Phereoeca uterella,Household Casebearer,Insecta,363376,True
Triatoma protracta,Western Bloodsucking Conenose,Insecta,308567,True
Homalanthus populifolius,Bleeding Heart,Plantae,369932,True
Xylocopa tabaniformis,Horse-fly Carpenter,Insecta,57686,True
Oecobius navus,Wall Spider,Arachnida,226250,True
Zygentoma,Silverfishes,Insecta,48301,True
Hemerobius,,Insecta,118994,True
Chaetopsis magna,,Insecta,1264587,True
Gelidium,,Plantae,117812,True
Dallocardia quadragenaria,Spiny Pricklycockle,Mollusca,483619,True
Sonchus tenerrimus,slender sowthistle,Plantae,79157,True
Oenothera californica,California evening primrose,Plantae,78238,True
Calystegia purpurata,Pacific False Bindweed,Plantae,61319,True
Albizia julibrissin,Persian silk tree,Plantae,47443,True
Daucus carota,wild carrot,Plantae,76610,True
Heliotropium,Heliotropes,Plantae,48896,True
Moraceae,fig family,Plantae,50998,True
Sorghum bicolor,Sorghum,Plantae,58389,True
Coniopterygidae,Dusty-winged Lacewings,Insecta,245154,True
Salix exigua,Narrowleaf Willow,Plantae,59008,True
Phalacrocorax penicillatus,Brandt's Cormorant,Aves,4277,True
Menticirrhus undulatus,California Corbina,Actinopterygii,105579,True
Gambelia speciosa,Island Bush Snapdragon,Plantae,320573,True
Dudleya pulverulenta,Chalk Dudleya,Plantae,76737,True
Cimex lectularius,Common Bed Bug,Insecta,69658,True
Agave americana,American century plant,Plantae,64103,True
Eupteryx decemnotata,Ligurian Leafhopper,Insecta,430532,True
Ligiidae,"Rock Lice, Sea Slaters, and Allies",Animalia,55357,True
Spilomelinae,Pearl Moths,Insecta,122486,True
Ligyra,,Insecta,246066,True
Prionitis lanceolata,,Plantae,117820,True
Lithothamnion,,Plantae,117829,True
Odontophora,,Animalia,814173,True
Ceratostoma nuttalli,Nuttall's Hornmouth,Mollusca,116689,True
Megastraea undosa,Wavy Turban,Mollusca,121180,True
Calystegia,false bindweeds,Plantae,56031,True
Ganoderma,Ganoderma lucidum complex,Fungi,1106981,True
Chalybion californicum,Nearctic Blue Mud-dauber Wasp,Insecta,133790,True
Argiope argentata,Silver Garden Orbweaver,Arachnida,67706,True
Chilocorini,,Insecta,373659,True
Caenogastropoda,Caenogastropods,Mollusca,246139,True
Calidris virgata,Surfbird,Aves,339592,True
Blattodea,Cockroaches and Termites,Insecta,81769,True
Jasminum sambac,Arabian Jasmine,Plantae,135425,True
Ziziphus jujuba,Jujube,Plantae,428365,True
Sarcophaga,Common Flesh Flies,Insecta,120489,True
Callibaetis pictus,Speckled Dun,Insecta,215726,True
Stephanomeria virgata,rod wirelettuce,Plantae,56985,True
