taxon_id,common_name,scientific_name,rank,parent_id,taxon_ids
344571,,Phlyctenactis,genus,47796,1|47534|47533|47797|47796|344571
344569,Wandering Sea Anemone,Phlyctenactis tuberculosa,species,344571,1|47534|47533|47797|47796|344571|344569
248825,,Nematoscelis,genus,195134,1|47120|47187|153112|195134|248825
296032,,Nematoscelis megalops,species,248825,1|47120|47187|153112|195134|248825|296032
47601,Albuneid Mole Crabs,Albuneidae,family,47186,1|47120|47187|47186|47601
248563,,Albunea,genus,47601,1|47120|47187|47186|47601|248563
49796,Mantis Shrimps,Stomatopoda,order,47187,1|47120|47187|49796
55807,Squillid Mantis Shrimps,Squillidae,family,49796,1|47120|47187|49796|55807
55808,,Squilla,genus,55807,1|47120|47187|49796|55807|55808
55805,West Atlantic Mantis Shrimp,Squilla empusa,species,55808,1|47120|47187|49796|55807|55808|55805
246395,,Ommastrephes,genus,83316,1|47115|47459|246134|83316|246395
1104201,,Ommastrephes brevimanus,species,246395,1|47115|47459|246134|83316|246395|1104201
49743,,Hexabranchidae,family,47113,1|47115|47114|47113|49743
49745,,Hexabranchus,genus,49743,1|47115|47114|47113|49743|49745
244849,Spanish Dancer,Hexabranchus sanguineus,species,49745,1|47115|47114|47113|49743|49745|244849
329099,Small Goose Barnacle,Lepas pectinata,species,48780,1|47120|1091452|1066703|48779|48780|329099
490913,,Cyclosalpa bakeri,species,324774,1|2|51104|122326|122325|324774|490913
128782,,Prayidae,family,152823,1|47534|48921|152823|128782
645865,,Rosacea,genus,128782,1|47534|48921|152823|128782|645865
127352,Squids and Cuttlefishes,Decapodiformes,superorder,47459,1|47115|47459|127352
501587,,Aurelia coerulea,species,48329,1|47534|48332|48331|48330|48329|501587
47126,plants,Plantae,kingdom,48460,47126
57774,red algae,Rhodophyta,phylum,47126,47126|57774
57775,Florideophycean algae,Florideophyceae,class,57774,47126|57774|57775
67673,,Gigartinales,order,57775,47126|57774|57775|67673
117798,,Endocladiaceae,family,67673,47126|57774|57775|67673|117798
117799,,Endocladia,genus,117798,47126|57774|57775|67673|117798|117799
117781,Scouring-pad alga,Endocladia muricata,species,117799,47126|57774|57775|67673|117798|117799|117781
849029,,Thoridae,family,47186,1|47120|47187|47186|849029
63680,,Heptacarpus,genus,849029,1|47120|47187|47186|849029|63680
41476,Grey Whales,Eschrichtiidae,family,152870,1|2|40151|152870|41476
41477,,Eschrichtius,genus,41476,1|2|40151|152870|41476|41477
41478,Grey Whale,Eschrichtius robustus,species,41477,1|2|40151|152870|41476|41477|41478
41504,White-sided Dolphins,Lagenorhynchus,genus,41479,1|2|40151|152870|41479|41504
41510,Pacific White-sided Dolphin,Lagenorhynchus obliquidens,species,41504,1|2|40151|152870|41479|41504|41510
4020,Shearwaters and Petrels,Procellariidae,family,67565,1|2|3|67565|4020
4092,Small Shearwaters,Puffinus,genus,4020,1|2|3|67565|4020|4092
4105,Black-vented Shearwater,Puffinus opisthomelas,species,4092,1|2|3|67565|4020|4092|4105
201542,Southern Reef Squid,Sepioteuthis australis,species,49442,1|47115|47459|246133|49441|49442|201542
245625,Rhizostomatid Jellies,Rhizostomatidae,family,69831,1|47534|48332|69831|245625
349375,Sand Jellies,Rhopilema,genus,245625,1|47534|48332|69831|245625|349375
349374,Mushroom Jelly,Rhopilema verrilli,species,349375,1|47534|48332|69831|245625|349375|349374
47549,Echinoderms,Echinodermata,phylum,1,1|47549
48836,Brittle Stars,Ophiuroidea,class,47549,1|47549|48836
774990,,Ophiacanthida,order,48836,1|47549|48836|774990
814194,,Ophiopteridae,family,774990,1|47549|48836|774990|814194
56689,,Ophiopteris,genus,814194,1|47549|48836|774990|814194|56689
56688,Flat-spined Brittle Star,Ophiopteris papillosa,species,56689,1|47549|48836|774990|814194|56689|56688
47233,Perch-like Fishes,Perciformes,order,47178,1|2|47178|47233
86126,Stargazers,Uranoscopidae,family,47233,1|2|47178|47233|86126
91177,,Pleuroscopus,genus,86126,1|2|47178|47233|86126|91177
531107,Scaled Stargazer,Pleuroscopus pseudodorsalis,species,91177,1|2|47178|47233|86126|91177|531107
85928,Driftfishes,Nomeidae,family,1303739,1|2|47178|1303739|85928
90331,Bluebottle Fishes,Nomeus,genus,85928,1|2|47178|1303739|85928|90331
194905,Bluebottle-fish,Nomeus gronovii,species,90331,1|2|47178|1303739|85928|90331|194905
48289,,Neogastropoda,order,47114,1|47115|47114|48289
1288822,,Busyconidae,family,48289,1|47115|47114|48289|1288822
499860,Lightning Whelks,Sinistrofulgur,genus,1288822,1|47115|47114|48289|1288822|499860
499861,Texas Lightning Whelk,Sinistrofulgur pulleyi,species,499860,1|47115|47114|48289|1288822|499860|499861
256091,South American Sea Nettle,Chrysaora plocamia,species,48483,1|47534|48332|48331|48482|48483|256091
195363,Salps,Salpa,genus,122325,1|2|51104|122326|122325|195363
800860,,Salpa thompsoni,species,195363,1|2|51104|122326|122325|195363|800860
775805,Sea Butterflies,Pteropoda,order,47114,1|47115|47114|775805
801614,,Creseidae,family,775805,1|47115|47114|775805|801614
246478,Needle Pteropods,Creseis,genus,801614,1|47115|47114|775805|801614|246478
255485,,Creseis acicula,species,246478,1|47115|47114|775805|801614|246478|255485
51509,,Nuda,class,51508,1|51508|51509
51510,,Beroida,order,51509,1|51508|51509|51510
51511,,Beroidae,family,51510,1|51508|51509|51510|51511
51507,Cigar Comb Jellies,Beroe,genus,51511,1|51508|51509|51510|51511|51507
210415,,Beroe forskalii,species,51507,1|51508|51509|51510|51511|51507|210415
85506,Silversides,Atheriniformes,order,47178,1|2|47178|85506
85611,Old World Silversides,Atherinidae,family,85506,1|2|47178|85506|85611
86714,,Atherina,genus,85611,1|2|47178|85506|85611|86714
636264,,Neis,genus,51511,1|51508|51509|51510|51511|636264
636263,,Neis cordigera,species,636264,1|51508|51509|51510|51511|636264|636263
122202,Purse Crabs,Leucosiidae,family,47186,1|47120|47187|47186|122202
548200,,Coleusia,genus,122202,1|47120|47187|47186|122202|548200
1132661,,Coleusia magna,species,548200,1|47120|47187|47186|122202|548200|1132661
152821,,Limnomedusae,order,48921,1|47534|48921|152821
142106,,Geryoniidae,family,152821,1|47534|48921|152821|142106
794239,Nymph Jellyfishes,Liriope,genus,142106,1|47534|48921|152821|142106|794239
256083,,Liriope tetraphylla,species,794239,1|47534|48921|152821|142106|794239|256083
48751,,Lottiidae,family,47114,1|47115|47114|48751
48752,Lottia Limpets,Lottia,genus,48751,1|47115|47114|48751|48752
973097,,Lottia conus,species,48752,1|47115|47114|48751|48752|973097
48824,Sponges,Porifera,phylum,1,1|48824
211047,Southern Finger Limpet,Lottia austrodigitalis,species,48752,1|47115|47114|48751|48752|211047
47811,Sea Squirts,Ascidiacea,class,2,1|2|47811
245308,Argonauts,Argonautidae,family,47458,1|47115|47459|47458|245308
246398,Argonauts,Argonauta,genus,245308,1|47115|47459|47458|245308|246398
798081,Knobbed Argonaut,Argonauta nodosus,species,246398,1|47115|47459|47458|245308|246398|798081
85547,Dragonfishes and Allies,Stomiiformes,order,47178,1|2|47178|85547
86081,Marine Hatchetfishes,Sternoptychidae,family,85547,1|2|47178|85547|86081
86625,Silver Hatchetfishes,Argyropelecus,genus,86081,1|2|47178|85547|86081|86625
1303737,Blennies,Blenniiformes,order,47178,1|2|47178|1303737
49390,Combtooth Blennies,Blenniidae,family,1303737,1|2|47178|1303737|49390
89038,,Hypsoblennius,genus,49390,1|2|47178|1303737|49390|89038
103211,Notchbrow Blenny,Hypsoblennius gilberti,species,89038,1|2|47178|1303737|49390|89038|103211
144117,Barnacles and Allies,Thecostraca,subclass,1091452,1|47120|1091452|144117
48147,Isopods,Isopoda,order,47187,1|47120|47187|48147
49532,Typical Seapills,Sphaeromatidae,family,48147,1|47120|47187|48147|49532
869842,,Senticaudata,suborder,47628,1|47120|47187|47628|869842
48581,Common Valvetails,Idoteidae,family,48147,1|47120|47187|48147|48581
775804,Seahares and Akera Snails,Aplysiida,order,47114,1|47115|47114|775804
775828,Seahares,Aplysioidea,superfamily,775804,1|47115|47114|775804|775828
117827,coralline algae,Corallinales,order,57775,47126|57774|57775|117827
117828,coralline algae,Corallinaceae,family,117827,47126|57774|57775|117827|117828
131377,Red Coralline Algae,Jania,genus,117828,47126|57774|57775|117827|117828|131377
775846,,Lepetellida,order,47114,1|47115|47114|775846
48646,Keyhole Limpets,Fissurellidae,family,775846,1|47115|47114|775846|48646
48647,,Megathura,genus,48646,1|47115|47114|775846|48646|48647
48645,Giant Keyhole Limpet,Megathura crenulata,species,48647,1|47115|47114|775846|48646|48647|48645
51022,,Dictyotales,order,48220,48222|48221|48220|51022
51023,,Dictyotaceae,family,51022,48222|48221|48220|51022|51023
51021,Y-branched Algae,Dictyota,genus,51023,48222|48221|48220|51022|51023|51021
47402,Chromodorids,Chromodorididae,family,47113,1|47115|47114|47113|47402
428448,,Felimare,genus,47402,1|47115|47114|47113|47402|428448
469723,California Blue Dorid,Felimare californiensis,species,428448,1|47115|47114|47113|47402|428448|469723
117795,,Ectocarpales,order,48220,48222|48221|48220|117795
117833,,Scytosiphonaceae,family,117795,48222|48221|48220|117795|117833
129742,Puff-ball Algae,Colpomenia,genus,117833,48222|48221|48220|117795|117833|129742
328391,Oyster thief,Colpomenia sinuosa,species,129742,48222|48221|48220|117795|117833|129742|328391
132758,,Zonaria,genus,51023,48222|48221|48220|51022|51023|132758
474134,,Zonaria farlowii,species,132758,48222|48221|48220|51022|51023|132758|474134
48656,Seahares,Aplysiidae,family,775804,1|47115|47114|775804|48656
48657,,Aplysia,genus,48656,1|47115|47114|775804|48656|48657
49857,Black Seahare,Aplysia vaccaria,species,48657,1|47115|47114|775804|48656|48657|49857
57736,Demosponges,Demospongiae,class,48824,1|48824|57736
775017,,Verongiida,order,57736,1|48824|57736|775017
128108,,Aplysinidae,family,775017,1|48824|57736|775017|128108
131733,,Aiolochroia,genus,128108,1|48824|57736|775017|128108|131733
256011,,Aiolochroia thiona,species,131733,1|48824|57736|775017|128108|131733|256011
131330,,Rhodymeniales,order,57775,47126|57774|57775|131330
131331,,Rhodymeniaceae,family,131330,47126|57774|57775|131330|131331
180607,,Botryocladia,genus,131331,47126|57774|57775|131330|131331|180607
327042,Sea Grapes,Botryocladia pseudodichotoma,species,180607,47126|57774|57775|131330|131331|180607|327042
47828,Rock Crabs,Cancridae,family,47186,1|47120|47187|47186|47828
520286,,Cyanea rosea,species,154711,1|47534|48332|48331|154710|154711|520286
130868,Tunicates,Tunicata,subphylum,2,1|2|130868
116719,,Metacarcinus,genus,47828,1|47120|47187|47186|47828|116719
204580,Yellow Rock Crab,Metacarcinus anthonyi,species,116719,1|47120|47187|47186|47828|116719|204580
447514,Heterotrematan Crabs,Heterotremata,zoosubsection,47186,1|47120|47187|47186|447514
51176,Round Crabs,Xanthidae,family,47186,1|47120|47187|47186|51176
195152,,Cycloxanthops,genus,51176,1|47120|47187|47186|51176|195152
469740,Nine-tooth Pebble Crab,Cycloxanthops novemdentatus,species,195152,1|47120|47187|47186|51176|195152|469740
245597,Volutes,Volutidae,family,48289,1|47115|47114|48289|245597
369087,,Melo,genus,245597,1|47115|47114|48289|245597|369087
369086,Melon Shell,Melo amphora,species,369087,1|47115|47114|48289|245597|369087|369086
191599,Sea Walnut,Pleurobrachia pileus,species,117711,1|51508|117708|117709|117710|117711|191599
120969,Crowned Jellies,Cepheidae,family,69831,1|47534|48332|69831|120969
324853,,Cotylorhiza,genus,120969,1|47534|48332|69831|120969|324853
324852,Fried Egg Jelly,Cotylorhiza tuberculata,species,324853,1|47534|48332|69831|120969|324853|324852
155646,,Hormathiidae,family,47797,1|47534|47533|47797|155646
195593,,Calliactis,genus,155646,1|47534|47533|47797|155646|195593
195581,Hermit Crab Anemone,Calliactis polypus,species,195593,1|47534|47533|47797|155646|195593|195581
47295,Snappers,Lutjanidae,family,47233,1|2|47178|47233|47295
47296,Common Snappers,Lutjanus,genus,47295,1|2|47178|47233|47295|47296
47314,True Eels,Anguilliformes,order,47178,1|2|47178|47314
47313,Morays,Muraenidae,family,47314,1|2|47178|47314|47313
47312,,Muraena,genus,47313,1|2|47178|47314|47313|47312
85114,Argus Moray,Muraena argus,species,47312,1|2|47178|47314|47313|47312|85114
47315,Common Morays,Gymnothorax,genus,47313,1|2|47178|47314|47313|47315
101898,Spottail Moray,Gymnothorax equatorialis,species,47315,1|2|47178|47314|47313|47315|101898
211194,vascular plants,Tracheophyta,phylum,47126,47126|211194
47124,dicots,Magnoliopsida,class,211194,47126|211194|47124
153070,,Ceratophyllales,order,47124,47126|211194|47124|153070
60998,coontails,Ceratophyllaceae,family,153070,47126|211194|47124|153070|60998
60999,Hornworts,Ceratophyllum,genus,60998,47126|211194|47124|153070|60998|60999
60997,coontail,Ceratophyllum demersum,species,60999,47126|211194|47124|153070|60998|60999|60997
245649,,Phylliroidae,family,47113,1|47115|47114|47113|245649
246884,,Phylliroe,genus,245649,1|47115|47114|47113|245649|246884
255192,,Phylliroe bucephala,species,246884,1|47115|47114|47113|245649|246884|255192
195353,,Oxycephalidae,family,47628,1|47120|47187|47628|195353
248644,,Oxycephalus,genus,195353,1|47120|47187|47628|195353|248644
260883,,Oxycephalus clausi,species,248644,1|47120|47187|47628|195353|248644|260883
49612,Triggerfishes,Balistidae,family,47177,1|2|47178|47177|49612
49613,,Balistes,genus,49612,1|2|47178|47177|49612|49613
49606,Grey Triggerfish,Balistes capriscus,species,49613,1|2|47178|47177|49612|49613|49606
26039,Crocodilians,Crocodylia,order,26036,1|2|26036|26039
26041,Crocodiles,Crocodylidae,family,26039,1|2|26036|26039|26041
26042,Typical Crocodiles,Crocodylus,genus,26041,1|2|26036|26039|26041|26042
26085,American Crocodile,Crocodylus acutus,species,26042,1|2|26036|26039|26041|26042|26085
152824,,Chirodropida,order,68095,1|47534|68095|152824
245338,,Chiropsalmidae,family,152824,1|47534|68095|152824|245338
247211,,Chiropsalmus,genus,245338,1|47534|68095|152824|245338|247211
256086,Four-handed Box Jelly,Chiropsalmus quadrumanus,species,247211,1|47534|68095|152824|245338|247211|256086
39532,Turtles and Tortoises,Testudines,order,26036,1|2|26036|39532
39657,Typical Sea Turtles,Cheloniidae,family,39532,1|2|26036|39532|39657
39671,,Eretmochelys,genus,39657,1|2|26036|39532|39657|39671
39672,Hawksbill Sea Turtle,Eretmochelys imbricata,species,39671,1|2|26036|39532|39657|39671|39672
39669,Ridley Sea Turtles,Lepidochelys,genus,39657,1|2|26036|39532|39657|39669
39670,Olive Ridley Sea Turtle,Lepidochelys olivacea,species,39669,1|2|26036|39532|39657|39669|39670
133223,,Thetys,genus,122325,1|2|51104|122326|122325|133223
133222,Twin-sailed Salp,Thetys vagina,species,133223,1|2|51104|122326|122325|133223|133222
247199,,Oceania,genus,195481,1|47534|48921|48922|195481|247199
293263,,Oceania armata,species,247199,1|47534|48921|48922|195481|247199|293263
81622,,Myida,order,47584,1|47115|47584|81622
117462,Piddocks and Angelwings,Pholadidae,family,81622,1|47115|47584|81622|117462
117471,,Barnea,genus,117462,1|47115|47584|81622|117462|117471
368523,Broad Angel's Wing,Barnea dilatata,species,117471,1|47115|47584|81622|117462|117471|368523
49937,Fish Isopods,Cymothoidae,family,48147,1|47120|47187|48147|49937
129566,,Anilocra,genus,49937,1|47120|47187|48147|49937|129566
50567,,Bursatella,genus,48656,1|47115|47114|775804|48656|50567
50559,Ragged Seahare,Bursatella leachii,species,50567,1|47115|47114|775804|48656|50567|50559
85709,Congers and Garden Eels,Congridae,family,47314,1|2|47178|47314|85709
88547,,Gnathophis,genus,85709,1|2|47178|47314|85709|88547
50863,green algae,Chlorophyta,phylum,47126,47126|50863
51429,Sea Lettuces and Single-celled Algae,Ulvophyceae,class,50863,47126|50863|51429
50865,,Bryopsidales,order,51429,47126|50863|51429|50865
50866,,Codiaceae,family,50865,47126|50863|51429|50865|50866
50862,Codiums,Codium,genus,50866,47126|50863|51429|50865|50866|50862
67555,Dead Man's Fingers,Codium fragile,species,50862,47126|50863|51429|50865|50866|50862|67555
67333,bacteria,Bacteria,kingdom,48460,67333
67334,cyanobacteria,Cyanobacteria,phylum,67333,67333|67334
196963,Blue-green Algae,Cyanophyceae,class,67334,67333|67334|196963
67336,,Nostocales,order,196963,67333|67334|196963|67336
200928,,Rivulariaceae,family,67336,67333|67334|196963|67336|200928
548506,,Rivularia,genus,200928,67333|67334|196963|67336|200928|548506
960966,,Rivularia firma,species,548506,67333|67334|196963|67336|200928|548506|960966
342912,Caridean Shrimps,Caridea,infraorder,47186,1|47120|47187|47186|342912
746493,,Callianira,genus,117709,1|51508|117708|117709|746493
1074877,,Callianira bialata,species,746493,1|51508|117708|117709|746493|1074877
245295,Cavolines,Cavoliniidae,family,775805,1|47115|47114|775805|245295
123388,,Nautilida,order,47459,1|47115|47459|123388
123389,Nautiluses,Nautilidae,family,123388,1|47115|47459|123388|123389
123387,,Nautilus,genus,123389,1|47115|47459|123388|123389|123387
123467,Emperor Nautilus,Nautilus pompilius,species,123387,1|47115|47459|123388|123389|123387|123467
47678,,Acmaeidae,family,47114,1|47115|47114|47678
47677,,Acmaea,genus,47678,1|47115|47114|47678|47677
47676,Whitecap Limpet,Acmaea mitra,species,47677,1|47115|47114|47678|47677|47676
124504,Trivia and allies,Triviidae,family,85525,1|47115|47114|85525|124504
702825,,Pseudopusula,genus,124504,1|47115|47114|85525|124504|702825
472763,Coffee Bean Trivia,Pseudopusula californiana,species,702825,1|47115|47114|85525|124504|702825|472763
48580,,Idotea,genus,48581,1|47120|47187|48147|48581|48580
67962,Metallic Isopod,Idotea metallica,species,48580,1|47120|47187|48147|48581|48580|67962
47398,Hermit Crabs,Paguroidea,superfamily,47186,1|47120|47187|47186|47398
64147,,Fissurella,genus,48646,1|47115|47114|775846|48646|64147
195177,,Pilumnidae,family,47186,1|47120|47187|47186|195177
195150,,Pilumnus,genus,195177,1|47120|47187|47186|195177|195150
260600,Retiring Hairy Crab,Pilumnus spinohirsutus,species,195150,1|47120|47187|47186|195177|195150|260600
152969,,Patelloidea,superfamily,47114,1|47115|47114|152969
123796,,Exosphaeroma,genus,49532,1|47120|47187|48147|49532|123796
847665,,Exosphaeroma inornata,species,123796,1|47120|47187|48147|49532|123796|847665
627560,,Pegea,genus,122325,1|2|51104|122326|122325|627560
627402,,Pegea confoederata,species,627560,1|2|51104|122326|122325|627560|627402
861467,Margined Sea Lizard,Glaucilla marginata,species,861464,1|47115|47114|47113|48756|861464|861467
48563,Searobins,Triglidae,family,47233,1|2|47178|47233|48563
630795,,Leucothea pulchra,species,153460,1|51508|117708|152925|153461|153460|630795
464893,,Forskaliidae,family,152823,1|47534|48921|152823|464893
464894,,Forskalia,genus,464893,1|47534|48921|152823|464893|464894
464887,,Forskalia edwardsi,species,464894,1|47534|48921|152823|464893|464894|464887
949337,,Deiopea,genus,510794,1|51508|117708|152925|510794|949337
949340,,Deiopea kaloktenota,species,949337,1|51508|117708|152925|510794|949337|949340
129726,Lancelets,Cephalochordata,subphylum,2,1|2|129726
